trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,79,78,up,0.005,db,0.0506372374407265,0,0.00035771997454503435,211.39507982589157,211.39507982589157,211.6957321441132,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,80,79,up,0.005,db,0.050666394969152984,0,0.00032692888817109633,213.75341501826188,213.75341501826188,214.0539167016591,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,81,80,up,0.005,db,0.050695569286833914,0,0.000364964936125034,216.19481761865973,216.19481761865973,216.49584969361376,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,82,81,up,0.005,db,0.050695569286833914,1,0.00037824736500624567,218.56971237804692,218.56971237804692,218.87075079234228,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,83,82,up,0.005,db,0.05072476040343674,0,0.0003559087340363476,220.97813108369246,220.97813108369246,221.27903727744024,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,84,83,up,0.005,db,0.0507539683286345,0,0.0004093403249498806,223.35323413572314,223.35323413572314,223.6542148921999,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,85,84,up,0.005,db,0.05078319307210577,0,0.0003513806327646307,225.6611353398057,225.6611353398057,225.962027647377,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,86,85,up,0.005,db,0.050812434643534715,0,0.00037402113775897305,228.01935702777882,228.01935702777882,228.32036102850725,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,87,86,up,0.005,db,0.050841693052611076,0,0.00034021131750705536,230.39425480590035,230.39425480590035,230.69544536438707,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,88,87,up,0.005,db,0.050841693052611076,1,0.00035681435429069097,232.75253898166648,232.75253898166648,233.05388772181323,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,89,88,up,0.005,db,0.050841693052611076,1,0.0004214152609165467,235.11072987855368,235.11072987855368,235.4116028662279,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,90,89,down,0.005,db,0.050812434643534715,1,0.0003556068604666507,237.43536422685565,237.43536422685565,237.7363153997394,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,91,90,down,0.005,db,0.050812434643534715,1,0.0003462487852630147,239.99443375644933,239.99443375644933,240.29539187242108,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,92,91,up,0.005,db,0.050841693052611076,0,0.0004413389051478589,242.30246295485176,242.30246295485176,,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
